,no_nickel,topology,no_corners_comb,no_edges_comb,all_comb,all_corners_comb,all_edges_comb,c_atom,mass_center
73,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']",10,26,142,"[[1, 4, 1, 'Ni'], [2, 3.1, 2, 'Ni'], [3, 3, 2, 'Ni'], [5, 2, 3, 'Ni'], [6, 4, 1, 'Cu'], [7, 1, 4, 'Ni'], [8, 3, 2, 'Cu'], [9, 2, 3, 'Cu'], [11, 2.1, 3, 'Cu'], [12, 1, 4, 'Cu']]","[[[1, 4, 1, 'Ni'], [2, 3.1, 2, 'Ni']], [[1, 4, 1, 'Ni'], [3, 3, 2, 'Ni']], [[1, 4, 1, 'Ni'], [5, 2, 3, 'Ni']], [[1, 4, 1, 'Ni'], [6, 4, 1, 'Cu']], [[2, 3.1, 2, 'Ni'], [7, 1, 4, 'Ni']], [[2, 3.1, 2, 'Ni'], [6, 4, 1, 'Cu']], [[2, 3.1, 2, 'Ni'], [3, 3, 2, 'Ni']], [[2, 3.1, 2, 'Ni'], [8, 3, 2, 'Cu']], [[3, 3, 2, 'Ni'], [4, 3, 2, 'Ni']], [[3, 3, 2, 'Ni'], [8, 3, 2, 'Cu']], [[3, 3, 2, 'Ni'], [9, 2, 3, 'Cu']], [[4, 3, 2, 'Ni'], [5, 2, 3, 'Ni']], [[5, 2, 3, 'Ni'], [6, 4, 1, 'Cu']], [[5, 2, 3, 'Ni'], [10, 2, 3, 'Cu']], [[5, 2, 3, 'Ni'], [11, 2.1, 3, 'Cu']], [[6, 4, 1, 'Cu'], [7, 1, 4, 'Ni']], [[6, 4, 1, 'Cu'], [11, 2.1, 3, 'Cu']], [[7, 1, 4, 'Ni'], [8, 3, 2, 'Cu']], [[7, 1, 4, 'Ni'], [11, 2.1, 3, 'Cu']], [[7, 1, 4, 'Ni'], [12, 1, 4, 'Cu']], [[8, 3, 2, 'Cu'], [9, 2, 3, 'Cu']], [[8, 3, 2, 'Cu'], [12, 1, 4, 'Cu']], [[9, 2, 3, 'Cu'], [10, 2, 3, 'Cu']], [[9, 2, 3, 'Cu'], [12, 1, 4, 'Cu']], [[10, 2, 3, 'Cu'], [11, 2.1, 3, 'Cu']], [[11, 2.1, 3, 'Cu'], [12, 1, 4, 'Cu']]]",0,0.02417
74,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu']",6,14,82,"[[1, 4, 1, 'Ni'], [2, 3, 2, 'Ni'], [5, 2, 3, 'Ni'], [6, 3, 2, 'Cu'], [7, 2, 3, 'Cu'], [11, 1, 4, 'Cu']]","[[[1, 4, 1, 'Ni'], [2, 3, 2, 'Ni']], [[1, 4, 1, 'Ni'], [3, 4, 1, 'Ni']], [[1, 4, 1, 'Ni'], [5, 2, 3, 'Ni']], [[1, 4, 1, 'Ni'], [6, 3, 2, 'Cu']], [[2, 3, 2, 'Ni'], [7, 2, 3, 'Cu']], [[2, 3, 2, 'Ni'], [6, 3, 2, 'Cu']], [[2, 3, 2, 'Ni'], [8, 2, 3, 'Ni']], [[5, 2, 3, 'Ni'], [6, 3, 2, 'Cu']], [[5, 2, 3, 'Ni'], [10, 2, 3, 'Cu']], [[5, 2, 3, 'Ni'], [11, 1, 4, 'Cu']], [[6, 3, 2, 'Cu'], [7, 2, 3, 'Cu']], [[6, 3, 2, 'Cu'], [11, 1, 4, 'Cu']], [[7, 2, 3, 'Cu'], [11, 1, 4, 'Cu']], [[11, 1, 4, 'Cu'], [12, 1, 4, 'Cu']]]",0,0.04846
75,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Cu', 'Cu']",4,7,50,"[[1, 4, 1, 'Ni'], [2, 2, 3, 'Ni'], [6, 3, 2, 'Cu'], [7, 1, 4, 'Cu']]","[[[1, 4, 1, 'Ni'], [2, 2, 3, 'Ni']], [[1, 4, 1, 'Ni'], [3, 4, 1, 'Ni']], [[1, 4, 1, 'Ni'], [6, 3, 2, 'Cu']], [[2, 2, 3, 'Ni'], [7, 1, 4, 'Cu']], [[2, 2, 3, 'Ni'], [6, 3, 2, 'Cu']], [[6, 3, 2, 'Cu'], [7, 1, 4, 'Cu']], [[7, 1, 4, 'Cu'], [11, 1, 4, 'Cu']]]",0,0.0679
76,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Cu']",6,14,82,"[[1, 4, 1, 'Ni'], [2, 2, 3, 'Ni'], [3, 3, 2, 'Ni'], [6, 3, 2, 'Cu'], [7, 1, 4, 'Cu'], [8, 2, 3, 'Cu']]","[[[1, 4, 1, 'Ni'], [2, 2, 3, 'Ni']], [[1, 4, 1, 'Ni'], [3, 3, 2, 'Ni']], [[1, 4, 1, 'Ni'], [4, 4, 1, 'Ni']], [[1, 4, 1, 'Ni'], [6, 3, 2, 'Cu']], [[2, 2, 3, 'Ni'], [7, 1, 4, 'Cu']], [[2, 2, 3, 'Ni'], [6, 3, 2, 'Cu']], [[2, 2, 3, 'Ni'], [3, 3, 2, 'Ni']], [[2, 2, 3, 'Ni'], [8, 2, 3, 'Cu']], [[3, 3, 2, 'Ni'], [8, 2, 3, 'Cu']], [[3, 3, 2, 'Ni'], [9, 3, 2, 'Cu']], [[6, 3, 2, 'Cu'], [7, 1, 4, 'Cu']], [[6, 3, 2, 'Cu'], [11, 2, 3, 'Cu']], [[7, 1, 4, 'Cu'], [8, 2, 3, 'Cu']], [[7, 1, 4, 'Cu'], [12, 1, 4, 'Cu']]]",0,0.0408
77,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu']",10,26,142,"[[1, 4, 1, 'Ni'], [2, 2, 3, 'Ni'], [3, 3, 2, 'Ni'], [5, 3.1, 2, 'Ni'], [6, 4, 1, 'Cu'], [7, 2.1, 3, 'Cu'], [8, 2, 3, 'Cu'], [10, 3, 2, 'Cu'], [11, 1, 4, 'Ni'], [12, 1, 4, 'Cu']]","[[[1, 4, 1, 'Ni'], [2, 2, 3, 'Ni']], [[1, 4, 1, 'Ni'], [3, 3, 2, 'Ni']], [[1, 4, 1, 'Ni'], [5, 3.1, 2, 'Ni']], [[1, 4, 1, 'Ni'], [6, 4, 1, 'Cu']], [[2, 2, 3, 'Ni'], [7, 2.1, 3, 'Cu']], [[2, 2, 3, 'Ni'], [6, 4, 1, 'Cu']], [[2, 2, 3, 'Ni'], [3, 3, 2, 'Ni']], [[2, 2, 3, 'Ni'], [8, 2, 3, 'Cu']], [[3, 3, 2, 'Ni'], [4, 3, 2, 'Ni']], [[3, 3, 2, 'Ni'], [8, 2, 3, 'Cu']], [[4, 3, 2, 'Ni'], [5, 3.1, 2, 'Ni']], [[4, 3, 2, 'Ni'], [10, 3, 2, 'Cu']], [[5, 3.1, 2, 'Ni'], [6, 4, 1, 'Cu']], [[5, 3.1, 2, 'Ni'], [10, 3, 2, 'Cu']], [[5, 3.1, 2, 'Ni'], [11, 1, 4, 'Ni']], [[6, 4, 1, 'Cu'], [7, 2.1, 3, 'Cu']], [[6, 4, 1, 'Cu'], [11, 1, 4, 'Ni']], [[7, 2.1, 3, 'Cu'], [8, 2, 3, 'Cu']], [[7, 2.1, 3, 'Cu'], [11, 1, 4, 'Ni']], [[7, 2.1, 3, 'Cu'], [12, 1, 4, 'Cu']], [[8, 2, 3, 'Cu'], [9, 2, 3, 'Cu']], [[8, 2, 3, 'Cu'], [12, 1, 4, 'Cu']], [[9, 2, 3, 'Cu'], [10, 3, 2, 'Cu']], [[10, 3, 2, 'Cu'], [11, 1, 4, 'Ni']], [[10, 3, 2, 'Cu'], [12, 1, 4, 'Cu']], [[11, 1, 4, 'Ni'], [12, 1, 4, 'Cu']]]",0,0.05155
78,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni']",7,15,93,"[[1, 4, 1, 'Ni'], [2, 2, 3, 'Ni'], [3, 3, 2, 'Ni'], [6, 3, 2, 'Cu'], [7, 2.1, 3, 'Cu'], [8, 3.1, 2, 'Cu'], [12, 0, 5, 'Ni']]","[[[1, 4, 1, 'Ni'], [2, 2, 3, 'Ni']], [[1, 4, 1, 'Ni'], [3, 3, 2, 'Ni']], [[1, 4, 1, 'Ni'], [6, 3, 2, 'Cu']], [[2, 2, 3, 'Ni'], [7, 2.1, 3, 'Cu']], [[2, 2, 3, 'Ni'], [6, 3, 2, 'Cu']], [[2, 2, 3, 'Ni'], [3, 3, 2, 'Ni']], [[2, 2, 3, 'Ni'], [8, 3.1, 2, 'Cu']], [[3, 3, 2, 'Ni'], [4, 3, 2, 'Ni']], [[3, 3, 2, 'Ni'], [8, 3.1, 2, 'Cu']], [[6, 3, 2, 'Cu'], [7, 2.1, 3, 'Cu']], [[7, 2.1, 3, 'Cu'], [8, 3.1, 2, 'Cu']], [[7, 2.1, 3, 'Cu'], [11, 2.1, 3, 'Cu']], [[7, 2.1, 3, 'Cu'], [12, 0, 5, 'Ni']], [[8, 3.1, 2, 'Cu'], [9, 3.1, 2, 'Cu']], [[8, 3.1, 2, 'Cu'], [12, 0, 5, 'Ni']]]",0,0.07338
79,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Cu']",5,10,65,"[[1, 3, 2, 'Ni'], [2, 3.1, 2, 'Ni'], [5, 3, 2, 'Cu'], [7, 1, 4, 'Ni'], [11, 2.1, 3, 'Cu']]","[[[1, 3, 2, 'Ni'], [2, 3.1, 2, 'Ni']], [[1, 3, 2, 'Ni'], [3, 3, 2, 'Ni']], [[1, 3, 2, 'Ni'], [5, 3, 2, 'Cu']], [[2, 3.1, 2, 'Ni'], [7, 1, 4, 'Ni']], [[2, 3.1, 2, 'Ni'], [6, 3, 2, 'Cu']], [[5, 3, 2, 'Cu'], [6, 3, 2, 'Cu']], [[5, 3, 2, 'Cu'], [10, 1, 4, 'Ni']], [[5, 3, 2, 'Cu'], [11, 2.1, 3, 'Cu']], [[7, 1, 4, 'Ni'], [11, 2.1, 3, 'Cu']], [[11, 2.1, 3, 'Cu'], [12, 2.1, 3, 'Cu']]]",0,0.02305
80,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu']",10,26,142,"[[1, 3, 2, 'Ni'], [2, 3.1, 2, 'Ni'], [4, 2, 3, 'Ni'], [5, 3.1, 2, 'Cu'], [6, 4, 1, 'Cu'], [7, 2.1, 3, 'Ni'], [8, 3, 2, 'Cu'], [9, 2, 3, 'Cu'], [10, 2.1, 3, 'Cu'], [11, 1, 4, 'Ni']]","[[[1, 3, 2, 'Ni'], [2, 3.1, 2, 'Ni']], [[1, 3, 2, 'Ni'], [3, 3, 2, 'Ni']], [[1, 3, 2, 'Ni'], [4, 2, 3, 'Ni']], [[1, 3, 2, 'Ni'], [5, 3.1, 2, 'Cu']], [[1, 3, 2, 'Ni'], [6, 4, 1, 'Cu']], [[2, 3.1, 2, 'Ni'], [7, 2.1, 3, 'Ni']], [[2, 3.1, 2, 'Ni'], [6, 4, 1, 'Cu']], [[2, 3.1, 2, 'Ni'], [8, 3, 2, 'Cu']], [[3, 3, 2, 'Ni'], [8, 3, 2, 'Cu']], [[3, 3, 2, 'Ni'], [9, 2, 3, 'Cu']], [[4, 2, 3, 'Ni'], [5, 3.1, 2, 'Cu']], [[4, 2, 3, 'Ni'], [9, 2, 3, 'Cu']], [[4, 2, 3, 'Ni'], [10, 2.1, 3, 'Cu']], [[5, 3.1, 2, 'Cu'], [6, 4, 1, 'Cu']], [[5, 3.1, 2, 'Cu'], [10, 2.1, 3, 'Cu']], [[5, 3.1, 2, 'Cu'], [11, 1, 4, 'Ni']], [[6, 4, 1, 'Cu'], [7, 2.1, 3, 'Ni']], [[6, 4, 1, 'Cu'], [11, 1, 4, 'Ni']], [[7, 2.1, 3, 'Ni'], [8, 3, 2, 'Cu']], [[7, 2.1, 3, 'Ni'], [11, 1, 4, 'Ni']], [[7, 2.1, 3, 'Ni'], [12, 2, 3, 'Cu']], [[8, 3, 2, 'Cu'], [9, 2, 3, 'Cu']], [[9, 2, 3, 'Cu'], [10, 2.1, 3, 'Cu']], [[9, 2, 3, 'Cu'], [12, 2, 3, 'Cu']], [[10, 2.1, 3, 'Cu'], [11, 1, 4, 'Ni']], [[11, 1, 4, 'Ni'], [12, 2, 3, 'Cu']]]",0,0.03906
81,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni']",10,26,142,"[[1, 3, 2, 'Ni'], [2, 3.1, 2, 'Ni'], [4, 2, 3, 'Ni'], [5, 2, 3, 'Cu'], [6, 3, 2, 'Cu'], [7, 2.1, 3, 'Ni'], [8, 4, 1, 'Cu'], [9, 3.1, 2, 'Cu'], [10, 2.1, 3, 'Cu'], [12, 1, 4, 'Ni']]","[[[1, 3, 2, 'Ni'], [2, 3.1, 2, 'Ni']], [[1, 3, 2, 'Ni'], [3, 3, 2, 'Ni']], [[1, 3, 2, 'Ni'], [4, 2, 3, 'Ni']], [[1, 3, 2, 'Ni'], [5, 2, 3, 'Cu']], [[1, 3, 2, 'Ni'], [6, 3, 2, 'Cu']], [[2, 3.1, 2, 'Ni'], [7, 2.1, 3, 'Ni']], [[2, 3.1, 2, 'Ni'], [6, 3, 2, 'Cu']], [[2, 3.1, 2, 'Ni'], [8, 4, 1, 'Cu']], [[3, 3, 2, 'Ni'], [8, 4, 1, 'Cu']], [[3, 3, 2, 'Ni'], [9, 3.1, 2, 'Cu']], [[4, 2, 3, 'Ni'], [5, 2, 3, 'Cu']], [[4, 2, 3, 'Ni'], [9, 3.1, 2, 'Cu']], [[4, 2, 3, 'Ni'], [10, 2.1, 3, 'Cu']], [[5, 2, 3, 'Cu'], [6, 3, 2, 'Cu']], [[5, 2, 3, 'Cu'], [10, 2.1, 3, 'Cu']], [[5, 2, 3, 'Cu'], [11, 2, 3, 'Cu']], [[6, 3, 2, 'Cu'], [7, 2.1, 3, 'Ni']], [[7, 2.1, 3, 'Ni'], [8, 4, 1, 'Cu']], [[7, 2.1, 3, 'Ni'], [11, 2, 3, 'Cu']], [[7, 2.1, 3, 'Ni'], [12, 1, 4, 'Ni']], [[8, 4, 1, 'Cu'], [9, 3.1, 2, 'Cu']], [[8, 4, 1, 'Cu'], [12, 1, 4, 'Ni']], [[9, 3.1, 2, 'Cu'], [10, 2.1, 3, 'Cu']], [[9, 3.1, 2, 'Cu'], [12, 1, 4, 'Ni']], [[10, 2.1, 3, 'Cu'], [12, 1, 4, 'Ni']], [[11, 2, 3, 'Cu'], [12, 1, 4, 'Ni']]]",0,0.06525
82,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni']",4,7,50,"[[1, 3, 2, 'Ni'], [2, 2, 3, 'Ni'], [5, 3.1, 2, 'Cu'], [11, 1, 4, 'Ni']]","[[[1, 3, 2, 'Ni'], [2, 2, 3, 'Ni']], [[1, 3, 2, 'Ni'], [3, 3, 2, 'Ni']], [[1, 3, 2, 'Ni'], [5, 3.1, 2, 'Cu']], [[2, 2, 3, 'Ni'], [7, 3.1, 2, 'Cu']], [[5, 3.1, 2, 'Cu'], [6, 3.1, 2, 'Cu']], [[5, 3.1, 2, 'Cu'], [11, 1, 4, 'Ni']], [[11, 1, 4, 'Ni'], [12, 1, 4, 'Ni']]]",0,0.07957
83,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Cu', 'Cu', 'Cu']",4,7,50,"[[1, 3.1, 2, 'Ni'], [4, 4, 1, 'Cu'], [5, 1, 4, 'Ni'], [10, 2.1, 3, 'Cu']]","[[[1, 3.1, 2, 'Ni'], [2, 3.1, 2, 'Ni']], [[1, 3.1, 2, 'Ni'], [4, 4, 1, 'Cu']], [[1, 3.1, 2, 'Ni'], [5, 1, 4, 'Ni']], [[4, 4, 1, 'Cu'], [5, 1, 4, 'Ni']], [[4, 4, 1, 'Cu'], [10, 2.1, 3, 'Cu']], [[5, 1, 4, 'Ni'], [10, 2.1, 3, 'Cu']], [[10, 2.1, 3, 'Cu'], [11, 2.1, 3, 'Cu']]]",0,0.0252
84,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Cu', 'Cu', 'Ni', 'Cu', 'Cu']",8,21,114,"[[1, 3.1, 2, 'Ni'], [3, 2, 3, 'Ni'], [4, 4, 1, 'Cu'], [5, 2.1, 3, 'Ni'], [7, 1, 4, 'Ni'], [8, 3, 2, 'Cu'], [9, 2.1, 3, 'Cu'], [11, 3.1, 2, 'Cu']]","[[[1, 3.1, 2, 'Ni'], [2, 3.1, 2, 'Ni']], [[1, 3.1, 2, 'Ni'], [3, 2, 3, 'Ni']], [[1, 3.1, 2, 'Ni'], [4, 4, 1, 'Cu']], [[1, 3.1, 2, 'Ni'], [5, 2.1, 3, 'Ni']], [[2, 3.1, 2, 'Ni'], [7, 1, 4, 'Ni']], [[2, 3.1, 2, 'Ni'], [8, 3, 2, 'Cu']], [[3, 2, 3, 'Ni'], [4, 4, 1, 'Cu']], [[3, 2, 3, 'Ni'], [8, 3, 2, 'Cu']], [[3, 2, 3, 'Ni'], [9, 2.1, 3, 'Cu']], [[4, 4, 1, 'Cu'], [5, 2.1, 3, 'Ni']], [[4, 4, 1, 'Cu'], [9, 2.1, 3, 'Cu']], [[4, 4, 1, 'Cu'], [10, 1, 4, 'Ni']], [[5, 2.1, 3, 'Ni'], [10, 1, 4, 'Ni']], [[5, 2.1, 3, 'Ni'], [11, 3.1, 2, 'Cu']], [[6, 4, 1, 'Cu'], [11, 3.1, 2, 'Cu']], [[7, 1, 4, 'Ni'], [8, 3, 2, 'Cu']], [[7, 1, 4, 'Ni'], [11, 3.1, 2, 'Cu']], [[7, 1, 4, 'Ni'], [12, 2.1, 3, 'Cu']], [[8, 3, 2, 'Cu'], [9, 2.1, 3, 'Cu']], [[9, 2.1, 3, 'Cu'], [12, 2.1, 3, 'Cu']], [[11, 3.1, 2, 'Cu'], [12, 2.1, 3, 'Cu']]]",0,0.02768
85,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu']",7,15,93,"[[1, 3.1, 2, 'Ni'], [3, 2, 3, 'Ni'], [4, 3, 2, 'Cu'], [5, 2.1, 3, 'Ni'], [6, 5, 0, 'Cu'], [9, 1, 4, 'Cu'], [10, 2, 3, 'Cu']]","[[[1, 3.1, 2, 'Ni'], [2, 3.1, 2, 'Ni']], [[1, 3.1, 2, 'Ni'], [3, 2, 3, 'Ni']], [[1, 3.1, 2, 'Ni'], [4, 3, 2, 'Cu']], [[1, 3.1, 2, 'Ni'], [5, 2.1, 3, 'Ni']], [[1, 3.1, 2, 'Ni'], [6, 5, 0, 'Cu']], [[3, 2, 3, 'Ni'], [4, 3, 2, 'Cu']], [[3, 2, 3, 'Ni'], [9, 1, 4, 'Cu']], [[4, 3, 2, 'Cu'], [5, 2.1, 3, 'Ni']], [[4, 3, 2, 'Cu'], [9, 1, 4, 'Cu']], [[4, 3, 2, 'Cu'], [10, 2, 3, 'Cu']], [[5, 2.1, 3, 'Ni'], [6, 5, 0, 'Cu']], [[5, 2.1, 3, 'Ni'], [10, 2, 3, 'Cu']], [[5, 2.1, 3, 'Ni'], [11, 2.1, 3, 'Ni']], [[9, 1, 4, 'Cu'], [10, 2, 3, 'Cu']], [[10, 2, 3, 'Cu'], [12, 2, 3, 'Cu']]]",0,0.01464
86,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni']",8,21,114,"[[1, 3.1, 2, 'Ni'], [3, 2, 3, 'Ni'], [4, 3, 2, 'Cu'], [5, 1, 4, 'Ni'], [6, 4, 1, 'Cu'], [7, 2.1, 3, 'Ni'], [9, 2.1, 3, 'Cu'], [11, 3.1, 2, 'Cu']]","[[[1, 3.1, 2, 'Ni'], [2, 3.1, 2, 'Ni']], [[1, 3.1, 2, 'Ni'], [3, 2, 3, 'Ni']], [[1, 3.1, 2, 'Ni'], [4, 3, 2, 'Cu']], [[1, 3.1, 2, 'Ni'], [5, 1, 4, 'Ni']], [[1, 3.1, 2, 'Ni'], [6, 4, 1, 'Cu']], [[2, 3.1, 2, 'Ni'], [7, 2.1, 3, 'Ni']], [[3, 2, 3, 'Ni'], [4, 3, 2, 'Cu']], [[3, 2, 3, 'Ni'], [8, 4, 1, 'Cu']], [[3, 2, 3, 'Ni'], [9, 2.1, 3, 'Cu']], [[4, 3, 2, 'Cu'], [5, 1, 4, 'Ni']], [[4, 3, 2, 'Cu'], [9, 2.1, 3, 'Cu']], [[5, 1, 4, 'Ni'], [6, 4, 1, 'Cu']], [[5, 1, 4, 'Ni'], [10, 2.1, 3, 'Cu']], [[5, 1, 4, 'Ni'], [11, 3.1, 2, 'Cu']], [[6, 4, 1, 'Cu'], [7, 2.1, 3, 'Ni']], [[6, 4, 1, 'Cu'], [11, 3.1, 2, 'Cu']], [[7, 2.1, 3, 'Ni'], [11, 3.1, 2, 'Cu']], [[7, 2.1, 3, 'Ni'], [12, 1, 4, 'Ni']], [[8, 4, 1, 'Cu'], [9, 2.1, 3, 'Cu']], [[9, 2.1, 3, 'Cu'], [10, 2.1, 3, 'Cu']], [[10, 2.1, 3, 'Cu'], [11, 3.1, 2, 'Cu']]]",0,0.03741
87,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Cu']",5,10,65,"[[1, 3.1, 2, 'Ni'], [2, 2, 3, 'Ni'], [4, 4, 1, 'Cu'], [7, 2.1, 3, 'Cu'], [8, 2, 3, 'Cu']]","[[[1, 3.1, 2, 'Ni'], [2, 2, 3, 'Ni']], [[1, 3.1, 2, 'Ni'], [4, 4, 1, 'Cu']], [[1, 3.1, 2, 'Ni'], [5, 3.1, 2, 'Ni']], [[2, 2, 3, 'Ni'], [7, 2.1, 3, 'Cu']], [[2, 2, 3, 'Ni'], [6, 4, 1, 'Cu']], [[2, 2, 3, 'Ni'], [3, 2, 3, 'Ni']], [[2, 2, 3, 'Ni'], [8, 2, 3, 'Cu']], [[4, 4, 1, 'Cu'], [9, 2.1, 3, 'Cu']], [[7, 2.1, 3, 'Cu'], [8, 2, 3, 'Cu']], [[8, 2, 3, 'Cu'], [12, 2, 3, 'Cu']]]",0,0.01917
88,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni']",8,22,116,"[[1, 3.1, 2, 'Ni'], [2, 2, 3, 'Ni'], [4, 4, 1, 'Cu'], [5, 2.1, 3, 'Ni'], [6, 3, 2, 'Cu'], [7, 2.1, 3, 'Cu'], [8, 3.1, 2, 'Cu'], [12, 1, 4, 'Ni']]","[[[1, 3.1, 2, 'Ni'], [2, 2, 3, 'Ni']], [[1, 3.1, 2, 'Ni'], [4, 4, 1, 'Cu']], [[1, 3.1, 2, 'Ni'], [5, 2.1, 3, 'Ni']], [[1, 3.1, 2, 'Ni'], [6, 3, 2, 'Cu']], [[2, 2, 3, 'Ni'], [7, 2.1, 3, 'Cu']], [[2, 2, 3, 'Ni'], [6, 3, 2, 'Cu']], [[2, 2, 3, 'Ni'], [3, 2, 3, 'Ni']], [[2, 2, 3, 'Ni'], [8, 3.1, 2, 'Cu']], [[3, 2, 3, 'Ni'], [4, 4, 1, 'Cu']], [[4, 4, 1, 'Cu'], [5, 2.1, 3, 'Ni']], [[4, 4, 1, 'Cu'], [9, 3.1, 2, 'Cu']], [[5, 2.1, 3, 'Ni'], [6, 3, 2, 'Cu']], [[5, 2.1, 3, 'Ni'], [10, 2.1, 3, 'Ni']], [[6, 3, 2, 'Cu'], [7, 2.1, 3, 'Cu']], [[6, 3, 2, 'Cu'], [11, 3, 2, 'Cu']], [[7, 2.1, 3, 'Cu'], [8, 3.1, 2, 'Cu']], [[7, 2.1, 3, 'Cu'], [12, 1, 4, 'Ni']], [[8, 3.1, 2, 'Cu'], [9, 3.1, 2, 'Cu']], [[8, 3.1, 2, 'Cu'], [12, 1, 4, 'Ni']], [[9, 3.1, 2, 'Cu'], [10, 2.1, 3, 'Ni']], [[10, 2.1, 3, 'Ni'], [12, 1, 4, 'Ni']], [[11, 3, 2, 'Cu'], [12, 1, 4, 'Ni']]]",0,0.02414
89,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni']",8,22,116,"[[1, 3.1, 2, 'Ni'], [2, 2, 3, 'Ni'], [4, 3, 2, 'Cu'], [5, 2.1, 3, 'Ni'], [6, 4, 1, 'Cu'], [7, 3.1, 2, 'Cu'], [9, 2.1, 3, 'Cu'], [12, 1, 4, 'Ni']]","[[[1, 3.1, 2, 'Ni'], [2, 2, 3, 'Ni']], [[1, 3.1, 2, 'Ni'], [4, 3, 2, 'Cu']], [[1, 3.1, 2, 'Ni'], [5, 2.1, 3, 'Ni']], [[1, 3.1, 2, 'Ni'], [6, 4, 1, 'Cu']], [[2, 2, 3, 'Ni'], [7, 3.1, 2, 'Cu']], [[2, 2, 3, 'Ni'], [6, 4, 1, 'Cu']], [[2, 2, 3, 'Ni'], [3, 2, 3, 'Ni']], [[3, 2, 3, 'Ni'], [4, 3, 2, 'Cu']], [[3, 2, 3, 'Ni'], [9, 2.1, 3, 'Cu']], [[4, 3, 2, 'Cu'], [5, 2.1, 3, 'Ni']], [[4, 3, 2, 'Cu'], [9, 2.1, 3, 'Cu']], [[4, 3, 2, 'Cu'], [10, 3, 2, 'Cu']], [[5, 2.1, 3, 'Ni'], [6, 4, 1, 'Cu']], [[5, 2.1, 3, 'Ni'], [11, 2.1, 3, 'Ni']], [[6, 4, 1, 'Cu'], [7, 3.1, 2, 'Cu']], [[7, 3.1, 2, 'Cu'], [8, 3.1, 2, 'Cu']], [[7, 3.1, 2, 'Cu'], [11, 2.1, 3, 'Ni']], [[7, 3.1, 2, 'Cu'], [12, 1, 4, 'Ni']], [[8, 3.1, 2, 'Cu'], [9, 2.1, 3, 'Cu']], [[9, 2.1, 3, 'Cu'], [12, 1, 4, 'Ni']], [[10, 3, 2, 'Cu'], [12, 1, 4, 'Ni']], [[11, 2.1, 3, 'Ni'], [12, 1, 4, 'Ni']]]",0,0.05033
90,6,"['Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni']",2,3,24,"[[1, 2, 3, 'Ni'], [4, 3.1, 2, 'Cu']]","[[[1, 2, 3, 'Ni'], [2, 2, 3, 'Ni']], [[1, 2, 3, 'Ni'], [4, 3.1, 2, 'Cu']], [[4, 3.1, 2, 'Cu'], [5, 3.1, 2, 'Cu']]]",0,0.03904
